timestamp,open,high,low,close,volume_btc,volume_usd
2024-01-01 00:00:00,40649.689108944396,40640.273580351946,40549.28795526506,40595.68078333492,2.7313578620412393,309066.5437317007
2024-01-01 00:01:00,38844.046182327635,38974.290822026494,38811.65465173746,38871.41630659019,4.004617215833106,142828.13467015178
2024-01-01 00:02:00,40190.711237858864,40301.21180495685,40237.734953427374,40242.3556037678,1.14753760036329,92119.4465570513
2024-01-01 00:03:00,39803.53923509882,39844.61611723633,39785.5837118211,39824.92228174647,1.210569325559699,380003.5265585839
2024-01-01 00:04:00,39996.4623107875,39986.121299639475,39896.56197877465,39956.26427391039,5.122308088823438,134002.26452913668
2024-01-01 00:05:00,39714.452380464085,39839.68407922292,39741.767288447125,39792.29484740755,1.3378384811382147,373791.1393717122
2024-01-01 00:06:00,40179.4279438189,40276.190857697526,40192.86321765049,40214.445245573144,7.129406030372093,88449.18562199795
2024-01-01 00:07:00,39454.016916216926,39555.284835598,39459.445358585486,39503.69053917197,2.8186872355035053,87801.63657288649
2024-01-01 00:08:00,39781.58506566778,39784.71967957373,39645.30453283658,39715.87327397781,7.590069471340905,283588.3361831779
2024-01-01 00:09:00,40085.321779635706,40261.62294031446,40130.18855085619,40176.54700135808,9.709720482998158,148936.23477711092
2024-01-01 00:10:00,39426.15254495269,39564.538370650516,39465.32111051322,39490.22175867506,1.176028691714782,219970.30527365228
2024-01-01 00:11:00,40306.742028902714,40386.27866764991,40270.77882757779,40347.35040478534,9.930546992497721,85752.9040743916
2024-01-01 00:12:00,39888.4313880375,39913.36749112463,39797.494570997806,39867.16522151424,2.952117937142508,81719.82324995713
2024-01-01 00:13:00,40779.05520300253,40774.95405831335,40672.124896282236,40713.96181573523,5.2874048079665315,255634.33982610848
2024-01-01 00:14:00,40138.40094798487,40186.97348920444,40098.04555479798,40140.07796515222,3.03851494783682,112024.80641659045
2024-01-01 00:15:00,39556.41350652384,39593.748219145,39491.560874909366,39541.347584974515,8.884370719534076,238675.3712884483
2024-01-01 00:16:00,39673.38501946713,39699.37116520079,39603.742373299276,39645.535170491974,6.293303290718636,362430.9631794488
2024-01-01 00:17:00,40671.112543655196,40628.02137949869,40513.72314383847,40567.74222969957,7.808412451841055,246171.72105905574
2024-01-01 00:18:00,39650.651330917055,39673.615570868446,39553.046268079925,39619.74292371157,2.330765653168106,98113.47637048247
2024-01-01 00:19:00,40534.30586155891,40643.53354745096,40528.82540090747,40579.401997825305,4.680963532853201,133614.00747474725
2024-01-01 00:20:00,39406.51494781292,39378.92927802182,39290.4682324979,39359.364042338915,5.467341615817869,283397.71122712374
2024-01-01 00:21:00,39808.958805939605,39769.56350903439,39638.705121577506,39698.24816479029,2.777798328395716,159796.6915274495
2024-01-01 00:22:00,40054.387328157594,40084.15894171667,39994.02514603622,40030.285096954685,5.489258224295941,303757.7170064231
2024-01-01 00:23:00,40506.44804694186,40515.03872138348,40448.20874953639,40477.41588475314,1.0730644012078732,53451.13323565818
2024-01-01 00:24:00,40538.143318417584,40582.41623897524,40426.96836622053,40512.06751330853,6.579236254606546,108451.25592849715
2024-01-01 00:25:00,39560.69666284436,39705.28586521656,39583.896298541695,39618.99809554692,4.631001972832751,105833.42828580133
2024-01-01 00:26:00,39837.554529017245,40046.439959226795,39889.28523132835,39958.950606261395,9.220240668104633,125948.27159030543
2024-01-01 00:27:00,39709.553794381354,39764.22875730226,39676.267971236965,39720.00214200709,2.478024098899085,153344.45384262333
2024-01-01 00:28:00,41407.90993371382,41424.39258704698,41347.45039927192,41382.940769595785,4.110442252695972,96498.73948894106
2024-01-01 00:29:00,39240.54751884409,39361.614262479365,39212.845683040316,39265.86835060993,1.9009762751178085,386888.8817063812
2024-01-01 00:30:00,39679.12693646835,39662.45747042421,39560.58341388063,39588.55974918085,6.616280408365908,197552.0691254006
2024-01-01 00:31:00,39694.14123040738,39689.98752514477,39596.18304630166,39661.41797198478,4.52788486278005,134874.63476155285
2024-01-01 00:32:00,40486.521239442314,40501.38439976893,40392.514000243485,40442.83931918469,5.918273328535246,129337.62175860017
2024-01-01 00:33:00,40370.09746610248,40476.90603016063,40381.83037672891,40423.70722310648,1.608240052204017,211830.74817332512
2024-01-01 00:34:00,39999.45465778696,40084.24911757764,39972.45099123179,40045.25611034504,4.152252905738041,295405.2730789052
2024-01-01 00:35:00,39979.67599205612,40111.644609806324,39994.090843005804,40051.18536760832,9.104318839952303,287906.1283186134
2024-01-01 00:36:00,39960.37498836699,40126.595963454994,40030.82981016968,40056.26070442705,8.957018630486665,296958.2155027481
2024-01-01 00:37:00,39780.493076376384,39765.161431377426,39678.28367661125,39730.312180632245,8.98506890800369,116693.89595343708
2024-01-01 00:38:00,40019.57763836937,40037.42094117931,39966.898860656984,39981.54550436875,4.843330891406762,257556.07299174296
2024-01-01 00:39:00,40289.15164467843,40347.92339229803,40263.90717128542,40280.03096085326,6.214964499579233,175897.1406721857
2024-01-01 00:40:00,40261.48534577073,40300.75727968828,40192.31105959099,40252.51785854237,1.7160384924200627,252148.62964029502
2024-01-01 00:41:00,40408.115249087474,40439.25655799907,40347.43772221858,40372.874252101465,3.656157685212829,90885.13680843037
2024-01-01 00:42:00,39246.35956779014,39289.946734517725,39190.579907317675,39235.00705677852,3.6123503302956235,187790.75917787754
2024-01-01 00:43:00,40041.97176630389,40127.51947546398,39976.12444507453,40059.56285335264,7.532841422878642,238102.81815115412
2024-01-01 00:44:00,39842.85213300988,39943.092801463456,39831.260534714405,39881.132620598386,1.8987587619792268,283125.2787764537
2024-01-01 00:45:00,39489.578025197894,39523.43009693969,39409.51123522312,39457.20607964622,6.277235501861792,349937.77567107236
2024-01-01 00:46:00,39330.600665570404,39454.44265577875,39375.00857659997,39391.80179101517,6.938746099128378,256691.15778208317
2024-01-01 00:47:00,39826.37220547566,39810.81405079362,39675.42066494668,39777.50041704593,2.3540143073970685,58644.25495709148
2024-01-01 00:48:00,39767.680287785486,39814.90023093221,39705.44341604766,39783.017296082806,6.00157075165455,213283.76150175536
2024-01-01 00:49:00,40902.13416751324,40932.67566310279,40871.175909205056,40920.575079348964,7.043057802791568,246180.5466649631
2024-01-01 00:50:00,39899.8377270224,39899.64231958029,39802.01399012195,39836.953641420245,1.5316472430970767,303416.83413369383
2024-01-01 00:51:00,40566.645186687485,40624.3680451349,40473.661251220394,40532.56126560489,7.409508477711554,250698.97964368577
2024-01-01 00:52:00,40504.47326362131,40540.037383637544,40418.62822389887,40487.55240257528,2.285386856583391,54328.45926219586
2024-01-01 00:53:00,40417.89351920316,40557.965828491484,40429.72297532766,40495.903543561966,9.323159510397991,163766.52473808732
2024-01-01 00:54:00,40785.6767291036,40769.182779256844,40673.81891519829,40726.42232129719,3.424627518604173,216904.75768650413
2024-01-01 00:55:00,39724.43815143309,39778.38573467796,39672.314104433906,39723.08561344519,1.1081288130412128,47014.95833623631
2024-01-01 00:56:00,40155.883427715075,40049.75158676912,39978.23835693425,40016.0594993351,7.030834314994588,376681.41694166296
2024-01-01 00:57:00,38932.889220736135,39051.64510743876,38931.13383713171,38969.143503101084,3.7380661027491477,223554.91390591118
2024-01-01 00:58:00,40525.80086495216,40546.54639574151,40474.174394143556,40514.23219768581,5.313625232526176,287654.4409477168
2024-01-01 00:59:00,40449.59228621589,40469.875850538854,40386.98867473997,40430.26055974265,3.4598992093589924,74730.8915395317
2024-01-01 01:00:00,40587.45111515973,40584.71453757503,40527.49234108327,40548.79790919179,6.586092566220911,279956.86618560494
2024-01-01 01:01:00,40020.90108983838,40085.14092423826,40020.91981397447,40056.95798620804,6.669961559708302,165195.90512344165
